source,target,tweet_id,type,weight
#comedy,#truth,1230994254652231680,cooccur,1
#southafricans,#vbsbankheist,1233272320304787456,cooccur,1
#southafricans,#corruption,1233272320304787456,cooccur,1
#berlin,#europeanparliament,1226777116416577536,cooccur,1
#anti,#thelongread,1228303337994452992,cooccur,1
#sustainable,#keenenh,1227029635227099137,cooccur,1
#sustainable,#durhamnh,1227029635227099137,cooccur,1
#sustainable,#somersworthnh,1227029635227099137,cooccur,1
#sustainable,#newhampshire,1227029635227099137,cooccur,1
#sustainable,#unh,1227029635227099137,cooccur,1
#sustainable,#mht,1227029635227099137,cooccur,1
#sustainable,#portsmouthnh,1227029635227099137,cooccur,1
#sustainable,#future,1232747543227817985,cooccur,1
#sustainable,#rochesternh,1227029635227099137,cooccur,1
#sustainable,#manchesternh,1227029635227099137,cooccur,1
#nationalconservatism,#donaldtrump,1225481420522565634,cooccur,1
#nationalconservatism,#maga,1229049687551946752,cooccur,1
#nationalconservatism,#classicalliberalism,1229049687551946752,cooccur,1
#nationalconservatism,#nationalpopulism,1229049687551946752,cooccur,1
#tonyblair,#neoliberal,1226472743727697920,cooccur,1
#tonyblair,#iraqwar,1226572857066565632,cooccur,1
#tonyblair,#mbs,1226572857066565632,cooccur,1
#tonyblair,#chainsaw_prince,1226572857066565632,cooccur,1
#tonyblair,#jamalkhashoggi,1226572857066565632,cooccur,1
#turkey,#eu,1228338594479267848,cooccur,1
#lebestia,#questalegaéunavergogna,1230269791686057989,cooccur,1
#八ッ場ダム,#partisanship,1227793571505307649,cooccur,1
#nationalism,#humantrafficking,1224356825895710721,cooccur,1
#nationalism,#ireland,1226957338868961282,cooccur,1
#nationalism,#democracy,1226957338868961282,cooccur,1
#nationalism,#communist,1226957338868961282,cooccur,1
#nationalism,#hatespeech,1224356825895710721,cooccur,1
#nationalism,#nationalconservatism,1225481420522565634,cooccur,1
#nationalism,#china,1225482239452106752,cooccur,1
#nationalism,#irish,1226957338868961282,cooccur,1
#nationalism,#politicsideas,1225482239452106752,cooccur,1
#nationalism,#donaldtrump,1225481420522565634,cooccur,1
#nationalism,#freedom,1226957338868961282,cooccur,1
#nationalism,#selfrule,1223484208498253831,cooccur,1
#newworldorder,#stevebannon,1230776308751372289,cooccur,1
#newworldorder,#matthewelliott,1230776308751372289,cooccur,1
#newworldorder,#farage,1230776308751372289,cooccur,1
#newworldorder,#arronbanks,1230776308751372289,cooccur,1
#newworldorder,#racism,1230850519519973377,cooccur,1
#newworldorder,#borisjohnon,1230776308751372289,cooccur,1
#newworldorder,#debt,1230850519519973377,cooccur,1
#newworldorder,#voteleave,1230776308751372289,cooccur,1
#newworldorder,#tuftonstreet,1230776308751372289,cooccur,1
#newworldorder,#gove,1230776308751372289,cooccur,1
#newworldorder,#taxpayeralliance,1230776308751372289,cooccur,1
#newworldorder,#russia,1230776308751372289,cooccur,1
#newworldorder,#brexitcentral,1230776308751372289,cooccur,1
#newworldorder,#ukip,1230776308751372289,cooccur,1
#scicomm,#polisci,1232706071074164736,cooccur,1
#scicomm,#socsciresearch,1232706071074164736,cooccur,1
#democratdebate,#nhdebate,1225954131808071680,cooccur,1
#democratdebate,#unity,1225954131808071680,cooccur,1
#publicpolicy,#experts,1224740277820305415,cooccur,1
#publicpolicy,#nudge,1224740277820305415,cooccur,1
#vienna,#euforeignpolicy,1233031789519745025,cooccur,1
#uspoli,#cdnpoli,1225416219215396865,cooccur,1
#threadscriptor,#experts,1232000806674731008,cooccur,1
#threadscriptor,#covid19,1232000806674731008,cooccur,1
#us,#brexit,1226987752161456128,cooccur,1
#us,#trump,1226986662363881472,cooccur,1
#riev,#technopolitics,1226931101702270977,cooccur,1
#riev,#bigdata,1226931101702270977,cooccur,1
#riev,#smartcity,1226931101702270977,cooccur,1
#riev,#industry,1226931101702270977,cooccur,1
#riev,#academicchatter,1226931101702270977,cooccur,1
#riev,#sovereignty,1226931101702270977,cooccur,1
#riev,#cooperatives,1226931101702270977,cooccur,1
#riev,#neuronalnetworks,1226931101702270977,cooccur,1
#riev,#iot,1226931101702270977,cooccur,1
#riev,#independence,1226931101702270977,cooccur,1
#riev,#ai,1226931101702270977,cooccur,1
#bolsonaro,#farright,1230816768773455872,cooccur,1
#bolsonaro,#actonclimate,1230805035023503360,cooccur,1
#bolsonaro,#deforestation,1230805035023503360,cooccur,1
#bolsonaro,#climateactionnow,1230805035023503360,cooccur,1
#bolsonaro,#gretathunberg,1230805035023503360,cooccur,1
#bolsonaro,#fridaysforfuture,1230805035023503360,cooccur,1
#bolsonaro,#climateemergencynow,1230805035023503360,cooccur,1
#bolsonaro,#climatechangeisreal,1230805035023503360,cooccur,1
#bolsonaro,#climateemergency,1230805035023503360,cooccur,1
#vbsbankheist,#corruption,1233272320304787456,cooccur,1
#hospital,#transparency,1232070320896593921,cooccur,1
#hospital,#economy,1232070320896593921,cooccur,1
#hospital,#finance,1232070320896593921,cooccur,1
#hospital,#wage,1232070320896593921,cooccur,1
#hospital,#inflation,1232070320896593921,cooccur,1
#hospital,#governance,1232070320896593921,cooccur,1
#deforestation,#actonclimate,1230805035023503360,cooccur,1
#deforestation,#fridaysforfuture,1230805035023503360,cooccur,1
#deforestation,#climateactionnow,1230805035023503360,cooccur,1
#deforestation,#gretathunberg,1230805035023503360,cooccur,1
#deforestation,#climateemergencynow,1230805035023503360,cooccur,1
#deforestation,#climatechangeisreal,1230805035023503360,cooccur,1
#deforestation,#climateemergency,1230805035023503360,cooccur,1
#antipolitics,#trust,1232983231844290560,cooccur,1
#politics,#keenenh,1227029635227099137,cooccur,1
#politics,#sinnfein,1230233971486810113,cooccur,1
#politics,#authoritarianism,1227369717175812096,cooccur,1
#politics,#racism,1230233971486810113,cooccur,1
#politics,#hate,1230233971486810113,cooccur,1
#politics,#mht,1227029635227099137,cooccur,1
#politics,#politiikka,1228322005159682050,cooccur,1
#politics,#antipopulism,1228243504138076160,cooccur,1
#politics,#israel,1230233971486810113,cooccur,1
#politics,#newhampshire,1227029635227099137,cooccur,1
#politics,#instability,1227369717175812096,cooccur,1
#politics,#hanau,1232601275692453888,cooccur,1
#politics,#portsmouthnh,1227029635227099137,cooccur,1
#politics,#manchesternh,1227029635227099137,cooccur,1
#politics,#peace,1227369717175812096,cooccur,1
#politics,#sustainable,1227029635227099137,cooccur,1
#politics,#liberalism,1227369717175812096,cooccur,1
#politics,#democracy,1227369717175812096,cooccur,1
#politics,#somersworthnh,1227029635227099137,cooccur,1
#politics,#diversity,1227369717175812096,cooccur,1
#politics,#antisemitism,1230233971486810113,cooccur,1
#politics,#civility,1228243504138076160,cooccur,1
#politics,#durhamnh,1227029635227099137,cooccur,1
#politics,#identity,1232601275692453888,cooccur,1
#politics,#unh,1227029635227099137,cooccur,1
#politics,#immigration,1227369717175812096,cooccur,1
#politics,#mondialism,1227369717175812096,cooccur,1
#politics,#internationalrelations,1227369717175812096,cooccur,1
#politics,#rochesternh,1227029635227099137,cooccur,1
#smartcity,#industry,1226931101702270977,cooccur,1
#smartcity,#academicchatter,1226931101702270977,cooccur,1
#smartcity,#sovereignty,1226931101702270977,cooccur,1
#smartcity,#independence,1226931101702270977,cooccur,1
#euforeignpolicy,#memberstates,1233327360876912640,cooccur,1
#smears,#antisemitism,1223658684900958208,cooccur,1
#smears,#propaganda,1223658684900958208,cooccur,1
#smears,#mediabias,1223658684900958208,cooccur,1
#climatecrisis,#circulareconomy,1228281228970930176,cooccur,1
#climatecrisis,#constitutionalreforms,1228281228970930176,cooccur,1
#climatecrisis,#industry40,1228281228970930176,cooccur,1
#climatecrisis,#polscienceresearch,1228281228970930176,cooccur,1
#thread,#threadscriptor,1232000806674731008,cooccur,1
#thread,#coronavirus,1232000806674731008,cooccur,1
#thread,#covid19,1232000806674731008,cooccur,1
#thread,#experts,1232000806674731008,cooccur,1
#southafrica,#race,1225092364215242753,cooccur,1
#southafrica,#poverty,1225092364215242753,cooccur,1
#southafrica,#class,1225092364215242753,cooccur,1
#southafrica,#inequality,1225092364215242753,cooccur,1
#fitn,#keenenh,1227029635227099137,cooccur,1
#fitn,#nhpolitics,1227029635227099137,cooccur,1
#fitn,#nhprimary,1227029635227099137,cooccur,1
#fitn,#somersworthnh,1227029635227099137,cooccur,1
#fitn,#mht,1227029635227099137,cooccur,1
#fitn,#unh,1227029635227099137,cooccur,1
#fitn,#durhamnh,1227029635227099137,cooccur,1
#fitn,#manchesternh,1227029635227099137,cooccur,1
#fitn,#newhampshire,1227029635227099137,cooccur,1
#fitn,#sustainable,1227029635227099137,cooccur,1
#fitn,#portsmouthnh,1227029635227099137,cooccur,1
#fitn,#rochesternh,1227029635227099137,cooccur,1
#fitn,#politics,1227029635227099137,cooccur,1
#future,#climate,1228673047852392448,cooccur,1
#future,#jobs,1228615133217349632,cooccur,1
#future,#intelligence,1228673047852392448,cooccur,1
#23febbraio,#bergoglio,1231596347469508608,cooccur,1
#23febbraio,#chiesa,1231596347469508608,cooccur,1
#volatility,#tradewars,1228638397041979392,cooccur,1
#volatility,#viruses,1228638397041979392,cooccur,1
#volatility,#trader,1228638397041979392,cooccur,1
#volatility,#50cent,1228638397041979392,cooccur,1
#volatility,#long,1228638397041979392,cooccur,1
#volatility,#bonds,1228638397041979392,cooccur,1
#volatility,#stocks,1228638397041979392,cooccur,1
#volatility,#vix,1228638397041979392,cooccur,1
#conflicts,#climatechange,1229470428277723138,cooccur,1
#conflicts,#cvi,1229470428277723138,cooccur,1
#conflicts,#terror,1229470428277723138,cooccur,1
#freedom,#independenceday,1223721636744040448,cooccur,1
#freedom,#brexitday,1223721636744040448,cooccur,1
#freedom,#communist,1226957338868961282,cooccur,1
#freedom,#brexitparty,1223721636744040448,cooccur,1
#nz,#intolerance,1230744188443975682,cooccur,1
#nz,#nzpol,1230744188443975682,cooccur,1
#nz,#fascism,1230744188443975682,cooccur,1
#nz,#rwterriorism,1230744188443975682,cooccur,1
#stevebannon,#matthewelliott,1230776308751372289,cooccur,1
#stevebannon,#farage,1230776308751372289,cooccur,1
#stevebannon,#arronbanks,1230776308751372289,cooccur,1
#stevebannon,#borisjohnon,1230776308751372289,cooccur,1
#stevebannon,#questalegaéunavergogna,1230269791686057989,cooccur,1
#stevebannon,#lebestia,1230269791686057989,cooccur,1
#stevebannon,#tuftonstreet,1230776308751372289,cooccur,1
#stevebannon,#voteleave,1230776308751372289,cooccur,1
#stevebannon,#gove,1230776308751372289,cooccur,1
#stevebannon,#taxpayeralliance,1230776308751372289,cooccur,1
#stevebannon,#russia,1230776308751372289,cooccur,1
#stevebannon,#brexitcentral,1230776308751372289,cooccur,1
#stevebannon,#ukip,1230776308751372289,cooccur,1
#classicalliberalism,#maga,1229049687551946752,cooccur,1
#mbc,#racist,1232646840488726528,cooccur,1
#mbc,#xenophobic,1232646840488726528,cooccur,1
#mbc,#covid19,1232646840488726528,cooccur,1
#mbc,#fearmongering,1232646840488726528,cooccur,1
#mbc,#antiintellectualism,1232646840488726528,cooccur,1
#国会,#partisanship,1227793571505307649,cooccur,1
#国会,#ひるおび,1227793571505307649,cooccur,1
#国会,#反グレjapan,1227793571505307649,cooccur,1
#国会,#八ッ場ダム,1227793571505307649,cooccur,1
#国会,#さかなクン,1227793571505307649,cooccur,1
#nh,#keenenh,1227029635227099137,cooccur,1
#nh,#nhpolitics,1227029635227099137,cooccur,1
#nh,#nhprimary,1227029635227099137,cooccur,1
#nh,#somersworthnh,1227029635227099137,cooccur,1
#nh,#mht,1227029635227099137,cooccur,1
#nh,#fitn,1227029635227099137,cooccur,1
#nh,#unh,1227029635227099137,cooccur,1
#nh,#durhamnh,1227029635227099137,cooccur,1
#nh,#manchesternh,1227029635227099137,cooccur,1
#nh,#newhampshire,1227029635227099137,cooccur,1
#nh,#sustainable,1227029635227099137,cooccur,1
#nh,#portsmouthnh,1227029635227099137,cooccur,1
#nh,#rochesternh,1227029635227099137,cooccur,1
#nh,#politics,1227029635227099137,cooccur,1
#さかなクン,#partisanship,1227793571505307649,cooccur,1
#さかなクン,#反グレjapan,1227793571505307649,cooccur,1
#さかなクン,#八ッ場ダム,1227793571505307649,cooccur,1
#さかなクン,#ひるおび,1227793571505307649,cooccur,1
#nationalpopulism,#maga,1229049687551946752,cooccur,1
#nationalpopulism,#classicalliberalism,1229049687551946752,cooccur,1
#socialmedia,#lakestar,1228061674785136640,cooccur,1
#socialmedia,#commentary,1228061674785136640,cooccur,1
#management,#experts,1224740277820305415,cooccur,1
#management,#publicpolicy,1224740277820305415,cooccur,1
#management,#nudge,1224740277820305415,cooccur,1
#management,#policymaking,1224740277820305415,cooccur,1
#moneylaundering,#stevebannon,1230776308751372289,cooccur,1
#moneylaundering,#matthewelliott,1230776308751372289,cooccur,1
#moneylaundering,#farage,1230776308751372289,cooccur,1
#moneylaundering,#arronbanks,1230776308751372289,cooccur,1
#moneylaundering,#racism,1230850519519973377,cooccur,1
#moneylaundering,#borisjohnon,1230776308751372289,cooccur,1
#moneylaundering,#debt,1230850519519973377,cooccur,1
#moneylaundering,#voteleave,1230776308751372289,cooccur,1
#moneylaundering,#tuftonstreet,1230776308751372289,cooccur,1
#moneylaundering,#newworldorder,1230850519519973377,cooccur,1
#moneylaundering,#gove,1230776308751372289,cooccur,1
#moneylaundering,#taxpayeralliance,1230776308751372289,cooccur,1
#moneylaundering,#russia,1230776308751372289,cooccur,1
#moneylaundering,#brexitcentral,1230776308751372289,cooccur,1
#moneylaundering,#ukip,1230776308751372289,cooccur,1
#racist,#xenophobic,1232646840488726528,cooccur,1
#racist,#covid19,1232646840488726528,cooccur,1
#racist,#fearmongering,1232646840488726528,cooccur,1
#racist,#antiintellectualism,1232646840488726528,cooccur,1
#ireland,#antisemitism,1230233971486810113,cooccur,1
#ireland,#irish,1226957338868961282,cooccur,1
#ireland,#sinnfein,1230233971486810113,cooccur,1
#ireland,#racism,1230233971486810113,cooccur,1
#ireland,#hate,1230233971486810113,cooccur,1
#ireland,#freedom,1226957338868961282,cooccur,1
#ireland,#communist,1226957338868961282,cooccur,1
#ireland,#politics,1230233971486810113,cooccur,1
#ireland,#israel,1230233971486810113,cooccur,1
#cooperatives,#smartcity,1226931101702270977,cooccur,1
#cooperatives,#industry,1226931101702270977,cooccur,1
#cooperatives,#academicchatter,1226931101702270977,cooccur,1
#cooperatives,#sovereignty,1226931101702270977,cooccur,1
#cooperatives,#independence,1226931101702270977,cooccur,1
#independence,#academicchatter,1226931101702270977,cooccur,1
#endglobalism,#maga,1225929716349231104,cooccur,1
#partnerships,#alliances,1230523285382860801,cooccur,1
#newhampshire,#keenenh,1227029635227099137,cooccur,1
#newhampshire,#durhamnh,1227029635227099137,cooccur,1
#newhampshire,#somersworthnh,1227029635227099137,cooccur,1
#newhampshire,#unh,1227029635227099137,cooccur,1
#newhampshire,#mht,1227029635227099137,cooccur,1
#newhampshire,#portsmouthnh,1227029635227099137,cooccur,1
#newhampshire,#primaries,1228357932724695042,cooccur,1
#newhampshire,#manchesternh,1227029635227099137,cooccur,1
#newhampshire,#rochesternh,1227029635227099137,cooccur,1
#love,#capitalism,1228692968888033281,cooccur,1
#love,#corporateaccountability,1228692968888033281,cooccur,1
#love,#2ndamendment,1228692968888033281,cooccur,1
#love,#revolucionviva,1228692968888033281,cooccur,1
#policymaking,#experts,1224740277820305415,cooccur,1
#policymaking,#publicpolicy,1224740277820305415,cooccur,1
#policymaking,#nudge,1224740277820305415,cooccur,1
#ewis2020,#anxiety,1229367297023893504,cooccur,1
#communism,#fascism,1227600663280017409,cooccur,1
#selfdetermination,#individualism,1223484208498253831,cooccur,1
#selfdetermination,#minorityrights,1223484208498253831,cooccur,1
#selfdetermination,#nationalism,1223484208498253831,cooccur,1
#selfdetermination,#selfrule,1223484208498253831,cooccur,1
#selfdetermination,#republic,1223484208498253831,cooccur,1
#selfdetermination,#separatism,1223484208498253831,cooccur,1
#selfdetermination,#socereign,1223484208498253831,cooccur,1
#selfdetermination,#basicrights,1223484208498253831,cooccur,1
#selfdetermination,#humanrights,1223484208498253831,cooccur,1
#socereign,#minorityrights,1223484208498253831,cooccur,1
#socereign,#nationalism,1223484208498253831,cooccur,1
#socereign,#selfrule,1223484208498253831,cooccur,1
#socereign,#republic,1223484208498253831,cooccur,1
#socereign,#separatism,1223484208498253831,cooccur,1
#socereign,#basicrights,1223484208498253831,cooccur,1
#socereign,#humanrights,1223484208498253831,cooccur,1
#nhprimary,#keenenh,1227029635227099137,cooccur,1
#nhprimary,#sustainable,1227029635227099137,cooccur,1
#nhprimary,#somersworthnh,1227029635227099137,cooccur,1
#nhprimary,#mht,1227029635227099137,cooccur,1
#nhprimary,#unh,1227029635227099137,cooccur,1
#nhprimary,#durhamnh,1227029635227099137,cooccur,1
#nhprimary,#manchesternh,1227029635227099137,cooccur,1
#nhprimary,#newhampshire,1227029635227099137,cooccur,1
#nhprimary,#nhpolitics,1227029635227099137,cooccur,1
#nhprimary,#portsmouthnh,1227029635227099137,cooccur,1
#nhprimary,#rochesternh,1227029635227099137,cooccur,1
#nhprimary,#politics,1227029635227099137,cooccur,1
#merkel,#cdu,1226875533352472576,cooccur,1
#merkel,#nationalism,1226875533352472576,cooccur,1
#merkel,#germany,1226897179111043073,cooccur,1
#farage,#tuftonstreet,1230776308751372289,cooccur,1
#farage,#arronbanks,1230776308751372289,cooccur,1
#farage,#gove,1230776308751372289,cooccur,1
#farage,#borisjohnon,1230776308751372289,cooccur,1
#farage,#taxpayeralliance,1230776308751372289,cooccur,1
#farage,#voteleave,1230776308751372289,cooccur,1
#farage,#russia,1230776308751372289,cooccur,1
#farage,#brexitcentral,1230776308751372289,cooccur,1
#farage,#ukip,1230776308751372289,cooccur,1
#news,#truth,1227341824836218881,cooccur,1
#news,#journalism,1227341824836218881,cooccur,1
#climate,#jobs,1228615133217349632,cooccur,1
#climate,#intelligence,1228673047852392448,cooccur,1
#neoliberalism,#democracy,1232777785258717184,cooccur,1
#neoliberalism,#class,1225092364215242753,cooccur,1
#neoliberalism,#inequality,1232777785258717184,cooccur,1
#neoliberalism,#southafrica,1225092364215242753,cooccur,1
#neoliberalism,#poverty,1225092364215242753,cooccur,1
#neoliberalism,#liberal,1225092364215242753,cooccur,1
#neoliberalism,#race,1225092364215242753,cooccur,1
#rassemblementnational,#farright,1233312018523926528,cooccur,1
#rassemblementnational,#covid,1233312018523926528,cooccur,1
#rassemblementnational,#covid19italy,1233312018523926528,cooccur,1
#rassemblementnational,#covid2019,1233312018523926528,cooccur,1
#rassemblementnational,#coronavirus,1233312018523926528,cooccur,1
#rassemblementnational,#fpoe,1233312018523926528,cooccur,1
#rassemblementnational,#covidー19,1233312018523926528,cooccur,1
#rassemblementnational,#svp,1233312018523926528,cooccur,1
#vivalarevelución,#ifb,1227889321887387649,cooccur,1
#vivalarevelución,#ados,1227508772467200002,cooccur,1
#vivalarevelución,#berniesanders2020,1227889321887387649,cooccur,1
#polarization,#continuism,1230957202032164866,cooccur,1
#polarization,#posttruth,1230957202032164866,cooccur,1
#long,#vix,1228638397041979392,cooccur,1
#long,#trader,1228638397041979392,cooccur,1
#long,#50cent,1228638397041979392,cooccur,1
#afd,#farright,1231195845804118017,cooccur,1
#afd,#cdu,1225053464981577729,cooccur,1
#afd,#thuringia,1231195845804118017,cooccur,1
#afd,#rightwing,1231195845804118017,cooccur,1
#experts,#covid19,1232000806674731008,cooccur,1
#experts,#nudge,1224740277820305415,cooccur,1
#greennewdeal,#cohesion,1230439382953361416,cooccur,1
#greennewdeal,#eescplenary,1230439382953361416,cooccur,1
#greennewdeal,#justtransition,1230439382953361416,cooccur,1
#greennewdeal,#euco,1230439382953361416,cooccur,1
#greennewdeal,#eubudget,1230439382953361416,cooccur,1
#mybloglover,#throwbackphoto,1229306262258667521,cooccur,1
#mybloglover,#photooftheday,1229306262258667521,cooccur,1
#mybloglover,#mypics,1229306262258667521,cooccur,1
#mybloglover,#mypersonalblog,1229306262258667521,cooccur,1
#mybloglover,#picoftheday,1229306262258667521,cooccur,1
#holocaust,#farright,1226413670235869184,cooccur,1
#holocaust,#holocaustremembrance,1226413670235869184,cooccur,1
#holocaust,#auschwitz,1226413670235869184,cooccur,1
#data,#populist,1227142740531712000,cooccur,1
#individualism,#minorityrights,1223484208498253831,cooccur,1
#individualism,#nationalism,1223484208498253831,cooccur,1
#individualism,#selfrule,1223484208498253831,cooccur,1
#individualism,#republic,1223484208498253831,cooccur,1
#individualism,#separatism,1223484208498253831,cooccur,1
#individualism,#socereign,1223484208498253831,cooccur,1
#individualism,#basicrights,1223484208498253831,cooccur,1
#individualism,#humanrights,1223484208498253831,cooccur,1
#death,#gilletsjaunes,1224257809317007362,cooccur,1
#death,#globalism,1224257809317007362,cooccur,1
#salvini,#immigration,1227651234007584769,cooccur,1
#ai,#technopolitics,1226931101702270977,cooccur,1
#ai,#bigdata,1226931101702270977,cooccur,1
#ai,#smartcity,1226931101702270977,cooccur,1
#ai,#industry,1226931101702270977,cooccur,1
#ai,#academicchatter,1226931101702270977,cooccur,1
#ai,#cooperatives,1226931101702270977,cooccur,1
#ai,#neuronalnetworks,1226931101702270977,cooccur,1
#ai,#iot,1226931101702270977,cooccur,1
#ai,#independence,1226931101702270977,cooccur,1
#ai,#sovereignty,1226931101702270977,cooccur,1
#berniewon,#berniesanders,1231417079783469056,cooccur,1
#berniewon,#nevadacaucus,1231417079783469056,cooccur,1
#berniewon,#bernie2020,1231417079783469056,cooccur,1
#berniewon,#nvcaucus,1231417079783469056,cooccur,1
#berniewon,#nvcaucus2020,1231417079783469056,cooccur,1
#berniewon,#nvdemscaucus,1231417079783469056,cooccur,1
#conservatives,#cantblameme,1228794844425801728,cooccur,1
#conservatives,#cpac2020,1228794844425801728,cooccur,1
#stateoftheunion,#nationalism,1224886066961944578,cooccur,1
#warcriminal,#iraqwar,1226572857066565632,cooccur,1
#warcriminal,#tonyblair,1226572857066565632,cooccur,1
#warcriminal,#mbs,1226572857066565632,cooccur,1
#warcriminal,#chainsaw_prince,1226572857066565632,cooccur,1
#warcriminal,#jamalkhashoggi,1226572857066565632,cooccur,1
#progress,#marketeconomy,1232747543227817985,cooccur,1
#progress,#sustainable,1232747543227817985,cooccur,1
#progress,#globalgrowth,1232747543227817985,cooccur,1
#progress,#future,1232747543227817985,cooccur,1
#globalism,#gilletsjaunes,1224257809317007362,cooccur,1
#globalism,#kag,1223639941776887808,cooccur,1
#globalism,#nationalism,1229039472731402240,cooccur,1
#globalism,#inequality,1229039472731402240,cooccur,1
#amundiwif20,#tippingpoints,1225369824248901632,cooccur,1
#irish,#freedom,1226957338868961282,cooccur,1
#irish,#communist,1226957338868961282,cooccur,1
#climatechangeisreal,#gretathunberg,1230805035023503360,cooccur,1
#climatechangeisreal,#climateemergencynow,1230805035023503360,cooccur,1
#climatechangeisreal,#fridaysforfuture,1230805035023503360,cooccur,1
#climatechangeisreal,#climateemergency,1230805035023503360,cooccur,1
#trump,#brexit,1228413201890598914,cooccur,1
#trump,#nationalism,1232107780112338947,cooccur,1
#trump,#democracy,1228413201890598914,cooccur,1
#trump,#resistance,1228413201890598914,cooccur,1
#trump,#immigration,1225059475746381825,cooccur,1
#trump,#coronavirusoutbreak,1232708933816471552,cooccur,1
#italy,#brexit,1230850519519973377,cooccur,1
#italy,#lega,1225315359848308736,cooccur,1
#italy,#matthewelliott,1230776308751372289,cooccur,1
#italy,#salvini,1227192722592862208,cooccur,1
#italy,#voteleave,1230776308751372289,cooccur,1
#italy,#arronbanks,1230776308751372289,cooccur,1
#italy,#racism,1230850519519973377,cooccur,1
#italy,#debt,1230850519519973377,cooccur,1
#italy,#eu,1225315359848308736,cooccur,1
#italy,#newworldorder,1230850519519973377,cooccur,1
#italy,#gove,1230776308751372289,cooccur,1
#italy,#eufunds,1226601763308015616,cooccur,1
#italy,#stevebannon,1230776308751372289,cooccur,1
#italy,#russia,1230776308751372289,cooccur,1
#italy,#ukip,1230776308751372289,cooccur,1
#italy,#farright,1230850519519973377,cooccur,1
#italy,#france,1225560175936974848,cooccur,1
#italy,#farage,1230776308751372289,cooccur,1
#italy,#borisjohnon,1230776308751372289,cooccur,1
#italy,#uk,1230850519519973377,cooccur,1
#italy,#tuftonstreet,1230776308751372289,cooccur,1
#italy,#moneylaundering,1230850519519973377,cooccur,1
#italy,#taxpayeralliance,1230776308751372289,cooccur,1
#italy,#brexitcentral,1230776308751372289,cooccur,1
#italy,#fraud,1230850519519973377,cooccur,1
#climateemergencynow,#gretathunberg,1230805035023503360,cooccur,1
#climateemergencynow,#fridaysforfuture,1230805035023503360,cooccur,1
#climateemergencynow,#climateemergency,1230805035023503360,cooccur,1
#diversity,#instability,1227369717175812096,cooccur,1
#diversity,#internationalrelations,1227369717175812096,cooccur,1
#diversity,#peace,1227369717175812096,cooccur,1
#semiotica,#semiotics,1228019568892882950,cooccur,1
#sdgs,#climatechange,1229470428277723138,cooccur,1
#sdgs,#cvi,1229470428277723138,cooccur,1
#sdgs,#terror,1229470428277723138,cooccur,1
#sdgs,#conflicts,1229470428277723138,cooccur,1
#technopolitics,#smartcity,1226931101702270977,cooccur,1
#technopolitics,#industry,1226931101702270977,cooccur,1
#technopolitics,#academicchatter,1226931101702270977,cooccur,1
#technopolitics,#cooperatives,1226931101702270977,cooccur,1
#technopolitics,#iot,1226931101702270977,cooccur,1
#technopolitics,#independence,1226931101702270977,cooccur,1
#technopolitics,#sovereignty,1226931101702270977,cooccur,1
#globalgrowth,#sustainable,1232747543227817985,cooccur,1
#globalgrowth,#future,1232747543227817985,cooccur,1
#危機管理,#八ッ場ダム,1227793571505307649,cooccur,1
#危機管理,#辻本,1227793571505307649,cooccur,1
#危機管理,#さかなクン,1227793571505307649,cooccur,1
#危機管理,#partisanship,1227793571505307649,cooccur,1
#危機管理,#国会,1227793571505307649,cooccur,1
#危機管理,#反グレjapan,1227793571505307649,cooccur,1
#危機管理,#ひるおび,1227793571505307649,cooccur,1
#authoritarianism,#farright,1233324547845156865,cooccur,1
#authoritarianism,#mondialism,1227369717175812096,cooccur,1
#authoritarianism,#democraticdebate,1228630845604401158,cooccur,1
#authoritarianism,#instability,1227369717175812096,cooccur,1
#authoritarianism,#immigration,1227369717175812096,cooccur,1
#authoritarianism,#diversity,1227369717175812096,cooccur,1
#authoritarianism,#internationalrelations,1227369717175812096,cooccur,1
#authoritarianism,#peace,1227369717175812096,cooccur,1
#eu,#lega,1225315359848308736,cooccur,1
#eu,#disintegration,1231890461477998592,cooccur,1
#eu,#integration,1231890461477998592,cooccur,1
#eu,#kag2020,1224519426617135106,cooccur,1
#eu,#wwg1wga,1224519426617135106,cooccur,1
#eu,#europe,1231890461477998592,cooccur,1
#eu,#qanon,1224519426617135106,cooccur,1
#liberal,#democracy,1225092364215242753,cooccur,1
#liberal,#class,1225092364215242753,cooccur,1
#liberal,#inequality,1225092364215242753,cooccur,1
#liberal,#southafrica,1225092364215242753,cooccur,1
#liberal,#poverty,1225092364215242753,cooccur,1
#liberal,#race,1225092364215242753,cooccur,1
#nhdebate,#unity,1225954131808071680,cooccur,1
#intelligence,#jobs,1228615133217349632,cooccur,1
#eubudget,#cohesion,1230439382953361416,cooccur,1
#eubudget,#eescplenary,1230439382953361416,cooccur,1
#eubudget,#euaddedvalue,1230785570273726464,cooccur,1
#eubudget,#euco,1230439382953361416,cooccur,1
#demdebate,#gnd,1232553098247200770,cooccur,1
#demdebate,#m4a,1232553098247200770,cooccur,1
#coronavirus,#farright,1233312018523926528,cooccur,1
#coronavirus,#interdependence,1233116956632338433,cooccur,1
#coronavirus,#crisis,1230737929699377153,cooccur,1
#coronavirus,#covid19italy,1233312018523926528,cooccur,1
#coronavirus,#racism,1230737929699377153,cooccur,1
#coronavirus,#science,1233116956632338433,cooccur,1
